catalog_index,source_index,menu_index,game_code,game_zh,section_zh,category,title_zh,title_en,title_ja,zh_status,en_status,url
183,273,181,STA,星之卡比 新星同盟,首领攻略,boss,冥蝶骑士（星之卡比 新星同盟）,Morpho Knight (Kirby Star Allies),バルフレイナイト,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d0%a5%eb%a5%d5%a5%ec%a5%a4%a5%ca%a5%a4%a5%c8
184,214,182,STA,星之卡比 新星同盟,首领攻略,boss,终焉·虚无（星之卡比 新星同盟）,Void Termina (Kirby Star Allies),エンデ・ニル,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a8%a5%f3%a5%c7%a1%a6%a5%cb%a5%eb
185,235,183,STA,星之卡比 新星同盟,首领攻略,boss,虚无之灵魂（星之卡比 新星同盟）,Void Soul (Kirby Star Allies),ソウル オブ ニル,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%bd%a5%a6%a5%eb%20%a5%aa%a5%d6%20%a5%cb%a5%eb
186,181,184,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,Extra 首领战（星之卡比 新星同盟）,Extra Boss Battles (Kirby Star Allies),ボス戦(STA-Extra),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%a5%dc%a5%b9%c0%ef%28STA%2dExtra%29
187,269,185,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,异次元大树（星之卡比 新星同盟）,Parallel Woods (Kirby Star Allies),アナザーウッズ,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a2%a5%ca%a5%b6%a1%bc%a5%a6%a5%c3%a5%ba
188,265,186,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,中首领军团 1 Extra（星之卡比 新星同盟）,Mid-Boss Group 1 Extra (Kirby Star Allies),中ボス軍団1(STA-Extra),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%c3%e6%a5%dc%a5%b9%b7%b3%c3%c41%28STA%2dExtra%29
189,270,188,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,异次元双重独眼云&异次元大独眼云（星之卡比 新星同盟）,Parallel Twin Kracko & Parallel Big Kracko (Kirby Star Allies),アナザーツインクラッコ&アナザービッグクラッコ,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a2%a5%ca%a5%b6%a1%bc%a5%c4%a5%a4%a5%f3%a5%af%a5%e9%a5%c3%a5%b3%26%a5%a2%a5%ca%a5%b6%a1%bc%a5%d3%a5%c3%a5%b0%a5%af%a5%e9%a5%c3%a5%b3
190,220,189,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,中首领军团 2 Extra（星之卡比 新星同盟）,Mid-Boss Group 2 Extra (Kirby Star Allies),中ボス軍団2(STA-Extra),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%c3%e6%a5%dc%a5%b9%b7%b3%c3%c42%28STA%2dExtra%29
191,268,190,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,冰斧基斯 Extra（星之卡比 新星同盟）,Francisca Extra (Kirby Star Allies),フラン・キッス(Extra),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d5%a5%e9%a5%f3%a1%a6%a5%ad%a5%c3%a5%b9%28Extra%29
192,260,191,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,炎剑露啾 Extra（星之卡比 新星同盟）,Flamberge Extra (Kirby Star Allies),フラン・ルージュ(Extra),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d5%a5%e9%a5%f3%a1%a6%a5%eb%a1%bc%a5%b8%a5%e5%28Extra%29
193,267,192,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,雷枪帕噜提扎努 Extra（星之卡比 新星同盟）,Zan Partizanne Extra (Kirby Star Allies),ザン・パルルティザーヌ(Extra),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b6%a5%f3%a1%a6%a5%d1%a5%eb%a5%eb%a5%c6%a5%a3%a5%b6%a1%bc%a5%cc%28Extra%29
194,264,193,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,异次元魅塔骑士（星之卡比 新星同盟）,Parallel Meta Knight (Kirby Star Allies),アナザーメタナイト,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a2%a5%ca%a5%b6%a1%bc%a5%e1%a5%bf%a5%ca%a5%a4%a5%c8
195,271,194,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,异次元帝帝帝（星之卡比 新星同盟）,Parallel Dedede (Kirby Star Allies),アナザーデデデ,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a2%a5%ca%a5%b6%a1%bc%a5%c7%a5%c7%a5%c7
196,230,195,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,暗化海内司（星之卡比 新星同盟）,Corrupt Hyness (Kirby Star Allies),ダークサイドハイネス,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%c0%a1%bc%a5%af%a5%b5%a5%a4%a5%c9%a5%cf%a5%a4%a5%cd%a5%b9
197,217,196,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,三魔官姐妹（星之卡比 新星同盟 · Extra 首领攻略）,The Three Mage-Sisters (Kirby Star Allies - Extra Boss Guides),三魔官シスターズ(ボス戦),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%bb%b0%cb%e2%b4%b1%a5%b7%a5%b9%a5%bf%a1%bc%a5%ba%28%a5%dc%a5%b9%c0%ef%29
198,216,197,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,冥蝶骑士 EX（星之卡比 新星同盟）,Morpho Knight EX (Kirby Star Allies),バルフレイナイトEX,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d0%a5%eb%a5%d5%a5%ec%a5%a4%a5%ca%a5%a4%a5%c8EX
199,215,198,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,终焉·虚无 Extra（星之卡比 新星同盟）,Void Termina Extra (Kirby Star Allies),エンデ・ニル(Extra),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a8%a5%f3%a5%c7%a1%a6%a5%cb%a5%eb%28Extra%29
200,231,199,STA,星之卡比 新星同盟,Extra 首领攻略,boss_extra,虚无（星之卡比 新星同盟）,Void (Kirby Star Allies),ニル,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%cb%a5%eb
201,39,202,DIS,星之卡比 探索发现,综合资料,mechanics_or_reference,游戏机制（星之卡比 探索发现）,Game Mechanics (Kirby and the Forgotten Land),仕様(Dis),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%bb%c5%cd%cd%28Dis%29
202,25,203,DIS,星之卡比 探索发现,综合资料,mechanics_or_reference,术语与技巧（星之卡比 探索发现）,Glossary and Techniques (Kirby and the Forgotten Land),用語集・テクニック(Dis),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%cd%d1%b8%ec%bd%b8%a1%a6%a5%c6%a5%af%a5%cb%a5%c3%a5%af%28Dis%29
203,13,242,DIS,星之卡比 探索发现,综合资料,media_or_records,视频馆（星之卡比 探索发现）,Video Gallery (Kirby and the Forgotten Land),動画館(Dis),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%c6%b0%b2%e8%b4%db%28Dis%29
204,36,243,DIS,星之卡比 探索发现,综合资料,route_or_challenge,最速路线（不使用道具）（星之卡比 探索发现）,Fastest Route (without items) (Kirby and the Forgotten Land),最速チャート2(Dis),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%ba%c7%c2%ae%a5%c1%a5%e3%a1%bc%a5%c82%28Dis%29
205,28,244,DIS,星之卡比 探索发现,综合资料,route_or_challenge,最速路线（使用道具）（星之卡比 探索发现）,Fastest Route (with items) (Kirby and the Forgotten Land),最速チャート(Dis),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%ba%c7%c2%ae%a5%c1%a5%e3%a1%bc%a5%c8%28Dis%29
206,51,204,DIS,星之卡比 探索发现,复制能力与可操作角色,ability_or_playable,复制能力一览（星之卡比 探索发现）,Copy Ability List (Kirby and the Forgotten Land),コピー能力一覧(Dis),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b3%a5%d4%a1%bc%c7%bd%ce%cf%b0%ec%cd%f7%28Dis%29
207,24,205,DIS,星之卡比 探索发现,复制能力与可操作角色,ability_or_playable,冰冻（星之卡比 探索发现）,Ice (Kirby and the Forgotten Land),アイス(Dis),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a2%a5%a4%a5%b9%28Dis%29
208,27,206,DIS,星之卡比 探索发现,复制能力与可操作角色,ability_or_playable,弯刀（星之卡比 探索发现）,Cutter (Kirby and the Forgotten Land),カッター(Dis),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ab%a5%c3%a5%bf%a1%bc%28Dis%29
209,8,207,DIS,星之卡比 探索发现,复制能力与可操作角色,ability_or_playable,利剑（星之卡比 探索发现）,Sword (Kirby and the Forgotten Land),ソード(Dis),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%bd%a1%bc%a5%c9%28Dis%29
210,35,208,DIS,星之卡比 探索发现,复制能力与可操作角色,ability_or_playable,钻击（星之卡比 探索发现）,Drill (Kirby and the Forgotten Land),ドリル(Dis),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%c9%a5%ea%a5%eb%28Dis%29
211,17,209,DIS,星之卡比 探索发现,复制能力与可操作角色,ability_or_playable,龙卷风（星之卡比 探索发现）,Tornado (Kirby and the Forgotten Land),トルネイド(Dis),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%c8%a5%eb%a5%cd%a5%a4%a5%c9%28Dis%29
212,54,210,DIS,星之卡比 探索发现,复制能力与可操作角色,ability_or_playable,针（星之卡比 探索发现）,Needle (Kirby and the Forgotten Land),ニードル(Dis),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%cb%a1%bc%a5%c9%a5%eb%28Dis%29
213,26,211,DIS,星之卡比 探索发现,复制能力与可操作角色,ability_or_playable,锤子（星之卡比 探索发现）,Hammer (Kirby and the Forgotten Land),ハンマー(Dis),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%cf%a5%f3%a5%de%a1%bc%28Dis%29
214,37,212,DIS,星之卡比 探索发现,复制能力与可操作角色,ability_or_playable,烈火（星之卡比 探索发现）,Fire (Kirby and the Forgotten Land),ファイア(Dis),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d5%a5%a1%a5%a4%a5%a2%28Dis%29
215,15,213,DIS,星之卡比 探索发现,复制能力与可操作角色,ability_or_playable,炸弹（星之卡比 探索发现）,Bomb (Kirby and the Forgotten Land),ボム(Dis),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%dc%a5%e0%28Dis%29
216,53,214,DIS,星之卡比 探索发现,复制能力与可操作角色,ability_or_playable,探巡队（星之卡比 探索发现）,Ranger (Kirby and the Forgotten Land),レンジャー(Dis),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ec%a5%f3%a5%b8%a5%e3%a1%bc%28Dis%29
217,148,215,DIS,星之卡比 探索发现,首领攻略,boss,首领战（星之卡比 探索发现）,Boss Battles (Kirby and the Forgotten Land),ボス戦(Dis-Z),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%a5%dc%a5%b9%c0%ef%28Dis%2dZ%29
218,45,216,DIS,星之卡比 探索发现,首领攻略,boss,刚幻兽 猩猛霸·幻（星之卡比 探索发现）,Phantom Gorimondo (Kirby and the Forgotten Land),ゴルルムンバ・幻,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b4%a5%eb%a5%eb%a5%e0%a5%f3%a5%d0%a1%a6%b8%b8
219,44,217,DIS,星之卡比 探索发现,首领攻略,boss,幻国树 南国树·幻（星之卡比 探索发现）,Phantom Tropic Woods (Kirby and the Forgotten Land),トロピカルウッズ・幻,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%c8%a5%ed%a5%d4%a5%ab%a5%eb%a5%a6%a5%c3%a5%ba%a1%a6%b8%b8
220,43,218,DIS,星之卡比 探索发现,首领攻略,boss,幻爪豹 卡洛凌·幻（星之卡比 探索发现）,Phantom Clawroline (Kirby and the Forgotten Land),キャロライン・幻,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ad%a5%e3%a5%ed%a5%e9%a5%a4%a5%f3%a1%a6%b8%b8
221,50,219,DIS,星之卡比 探索发现,首领攻略,boss,宿敌之幻梦 帝帝帝大王·幻（星之卡比 探索发现）,Phantom King Dedede (Kirby and the Forgotten Land),デデデ大王・幻,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%c7%a5%c7%a5%c7%c2%e7%b2%a6%a1%a6%b8%b8
222,23,220,DIS,星之卡比 探索发现,首领攻略,boss,舞幻甲兽 犰魔乱舞·幻（星之卡比 探索发现）,Phantom Sillydillo (Kirby and the Forgotten Land),アルマパラパ・幻,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a2%a5%eb%a5%de%a5%d1%a5%e9%a5%d1%a1%a6%b8%b8
223,49,221,DIS,星之卡比 探索发现,首领攻略,boss,中首领军团 1（狂野冰霜&狂野刃）（星之卡比 探索发现）,Mid-Boss Group 1 (Wild Frosty & Wild Edge) (Kirby and the Forgotten Land),中ボス軍団1(ワイルドフロスト&ワイルドエッジ),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%c3%e6%a5%dc%a5%b9%b7%b3%c3%c41%28%a5%ef%a5%a4%a5%eb%a5%c9%a5%d5%a5%ed%a5%b9%a5%c8%26%a5%ef%a5%a4%a5%eb%a5%c9%a5%a8%a5%c3%a5%b8%29
224,48,222,DIS,星之卡比 探索发现,首领攻略,boss,中首领军团 2（狂野锤星猩&天鹅罗利那）（星之卡比 探索发现）,Mid-Boss Group 2 (Wild Bonkers & Fleurina) (Kirby and the Forgotten Land),中ボス軍団2(ワイルドボンカース&スワロリーナ),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%c3%e6%a5%dc%a5%b9%b7%b3%c3%c42%28%a5%ef%a5%a4%a5%eb%a5%c9%a5%dc%a5%f3%a5%ab%a1%bc%a5%b9%26%a5%b9%a5%ef%a5%ed%a5%ea%a1%bc%a5%ca%29
225,38,223,DIS,星之卡比 探索发现,首领攻略,boss,孤高的幻梦 魅塔骑士·幻（星之卡比 探索发现）,Phantom Meta Knight (Kirby and the Forgotten Land),メタナイト・幻,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%e1%a5%bf%a5%ca%a5%a4%a5%c8%a1%a6%b8%b8
226,47,224,DIS,星之卡比 探索发现,首领攻略,boss,幻兽面具 狂野 帝帝帝·幻（星之卡比 探索发现）,Phantom Forgo Dedede (Kirby and the Forgotten Land),ワイルド デデデ・幻,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ef%a5%a4%a5%eb%a5%c9%20%a5%c7%a5%c7%a5%c7%a1%a6%b8%b8
227,42,225,DIS,星之卡比 探索发现,首领攻略,boss,附身兽 狮王·遗忘（星之卡比 探索发现）,Forgo Leon (Kirby and the Forgotten Land),レオン・フォルガ,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ec%a5%aa%a5%f3%a1%a6%a5%d5%a5%a9%a5%eb%a5%ac
228,41,226,DIS,星之卡比 探索发现,首领攻略,boss,冥蝶骑士（星之卡比 探索发现）,Morpho Knight (Kirby and the Forgotten Land),バルフレイナイト(Dis),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d0%a5%eb%a5%d5%a5%ec%a5%a4%a5%ca%a5%a4%a5%c8%28Dis%29
229,40,227,DIS,星之卡比 探索发现,首领攻略,boss,魂沌新物种 混沌·艾菲里斯（星之卡比 探索发现）,Chaos Elfilis (Kirby and the Forgotten Land),カオス・エフィリス,official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ab%a5%aa%a5%b9%a1%a6%a5%a8%a5%d5%a5%a3%a5%ea%a5%b9
230,34,228,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,EX 首领战（星之卡比 探索发现）,EX Boss Battles (Kirby and the Forgotten Land),ボス戦(Dis-Z EX),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%a5%dc%a5%b9%c0%ef%28Dis%2dZ%20EX%29
231,62,229,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,刚幻兽 猩猛霸·幻 EX（星之卡比 探索发现）,Phantom Gorimondo EX (Kirby and the Forgotten Land),ゴルルムンバ・幻(EX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b4%a5%eb%a5%eb%a5%e0%a5%f3%a5%d0%a1%a6%b8%b8%28EX%29
232,61,230,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,幻国树 南国树·幻 EX（星之卡比 探索发现）,Phantom Tropic Woods EX (Kirby and the Forgotten Land),トロピカルウッズ・幻(EX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%c8%a5%ed%a5%d4%a5%ab%a5%eb%a5%a6%a5%c3%a5%ba%a1%a6%b8%b8%28EX%29
233,52,231,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,幻爪豹 卡洛凌·幻 EX（星之卡比 探索发现）,Phantom Clawroline EX (Kirby and the Forgotten Land),キャロライン・幻(EX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ad%a5%e3%a5%ed%a5%e9%a5%a4%a5%f3%a1%a6%b8%b8%28EX%29
234,60,232,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,宿敌之幻梦 帝帝帝大王·幻 EX（星之卡比 探索发现）,Phantom King Dedede EX (Kirby and the Forgotten Land),デデデ大王・幻(EX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%c7%a5%c7%a5%c7%c2%e7%b2%a6%a1%a6%b8%b8%28EX%29
235,19,233,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,舞幻甲兽 犰魔乱舞·幻 EX（星之卡比 探索发现）,Phantom Sillydillo EX (Kirby and the Forgotten Land),アルマパラパ・幻(EX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a2%a5%eb%a5%de%a5%d1%a5%e9%a5%d1%a1%a6%b8%b8%28EX%29
236,59,234,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,中首领军团 1 EX（狂野冰霜&狂野刃）（星之卡比 探索发现）,Mid-Boss Group 1 EX (Wild Frosty & Wild Edge) (Kirby and the Forgotten Land),中ボス軍団1 EX(ワイルドフロスト&ワイルドエッジ),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%c3%e6%a5%dc%a5%b9%b7%b3%c3%c41%20EX%28%a5%ef%a5%a4%a5%eb%a5%c9%a5%d5%a5%ed%a5%b9%a5%c8%26%a5%ef%a5%a4%a5%eb%a5%c9%a5%a8%a5%c3%a5%b8%29
237,58,235,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,中首领军团 2 EX（狂野锤星猩&天鹅罗利那）（星之卡比 探索发现）,Mid-Boss Group 2 EX (Wild Bonkers & Fleurina) (Kirby and the Forgotten Land),中ボス軍団2 EX(ワイルドボンカース&スワロリーナ),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%c3%e6%a5%dc%a5%b9%b7%b3%c3%c42%20EX%28%a5%ef%a5%a4%a5%eb%a5%c9%a5%dc%a5%f3%a5%ab%a1%bc%a5%b9%26%a5%b9%a5%ef%a5%ed%a5%ea%a1%bc%a5%ca%29
238,57,236,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,孤高的幻梦 魅塔骑士·幻 EX（星之卡比 探索发现）,Phantom Meta Knight EX (Kirby and the Forgotten Land),メタナイト・幻(EX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%e1%a5%bf%a5%ca%a5%a4%a5%c8%a1%a6%b8%b8%28EX%29
239,18,237,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,幻兽面具 狂野 帝帝帝·幻 EX（星之卡比 探索发现）,Phantom Forgo Dedede EX (Kirby and the Forgotten Land),ワイルド デデデ・幻(EX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ef%a5%a4%a5%eb%a5%c9%20%a5%c7%a5%c7%a5%c7%a1%a6%b8%b8%28EX%29
240,22,238,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,附身兽 狮王·遗忘 EX（星之卡比 探索发现）,Forgo Leon EX (Kirby and the Forgotten Land),レオン・フォルガ(EX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ec%a5%aa%a5%f3%a1%a6%a5%d5%a5%a9%a5%eb%a5%ac%28EX%29
241,56,239,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,冥蝶骑士 EX（星之卡比 探索发现）,Morpho Knight EX (Kirby and the Forgotten Land),バルフレイナイト(Dis-EX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%d0%a5%eb%a5%d5%a5%ec%a5%a4%a5%ca%a5%a4%a5%c8%28Dis%2dEX%29
242,20,241,DIS,星之卡比 探索发现,EX 首领攻略,boss_ex,魂沌新物种 混沌·艾菲里斯 EX（星之卡比 探索发现）,Chaos Elfilis EX (Kirby and the Forgotten Land),カオス・エフィリス(EX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ab%a5%aa%a5%b9%a1%a6%a5%a8%a5%d5%a5%a3%a5%ea%a5%b9%28EX%29
243,157,245,WIIDX,星之卡比 Wii 豪华版,综合资料,mechanics_or_reference,游戏机制（星之卡比 Wii 豪华版）,Game Mechanics (Kirby's Return to Dream Land Deluxe),仕様(WiiDX),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%bb%c5%cd%cd%28WiiDX%29
244,29,295,WIIDX,星之卡比 Wii 豪华版,综合资料,media_or_records,视频馆（星之卡比 Wii 豪华版）,Video Gallery (Kirby's Return to Dream Land Deluxe),動画館(WiiDX),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%c6%b0%b2%e8%b4%db%28WiiDX%29
245,194,296,WIIDX,星之卡比 Wii 豪华版,综合资料,mechanics_or_reference,数据库（星之卡比 Wii 豪华版）,Database (Kirby's Return to Dream Land Deluxe),データベース(WiiDX),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%a5%c7%a1%bc%a5%bf%a5%d9%a1%bc%a5%b9%28WiiDX%29
246,165,247,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,复制能力一览（星之卡比 Wii 豪华版）,Copy Ability List (Kirby's Return to Dream Land Deluxe),コピー能力一覧(WiiDX),translated,translated,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b3%a5%d4%a1%bc%c7%bd%ce%cf%b0%ec%cd%f7%28WiiDX%29
247,112,248,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,装甲（星之卡比 Wii 豪华版）,Mecha (Kirby's Return to Dream Land Deluxe),アーマー(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a2%a1%bc%a5%de%a1%bc%28WiiDX%29
248,85,249,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,冰冻（星之卡比 Wii 豪华版）,Ice (Kirby's Return to Dream Land Deluxe),アイス(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a2%a5%a4%a5%b9%28WiiDX%29
249,73,250,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,鞭子（星之卡比 Wii 豪华版）,Whip (Kirby's Return to Dream Land Deluxe),ウィップ(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a6%a5%a3%a5%c3%a5%d7%28WiiDX%29
250,170,251,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,风羽（星之卡比 Wii 豪华版）,Wing (Kirby's Return to Dream Land Deluxe),ウィング(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a6%a5%a3%a5%f3%a5%b0%28WiiDX%29
251,111,252,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,清水（星之卡比 Wii 豪华版）,Water (Kirby's Return to Dream Land Deluxe),ウォーター(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%a6%a5%a9%a1%bc%a5%bf%a1%bc%28WiiDX%29
252,110,253,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,弯刀（星之卡比 Wii 豪华版）,Cutter (Kirby's Return to Dream Land Deluxe),カッター(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%ab%a5%c3%a5%bf%a1%bc%28WiiDX%29
253,131,254,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,沙子（星之卡比 Wii 豪华版）,Sand (Kirby's Return to Dream Land Deluxe),サンド(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b5%a5%f3%a5%c9%28WiiDX%29
254,109,255,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,石块（星之卡比 Wii 豪华版）,Stone (Kirby's Return to Dream Land Deluxe),ストーン(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b9%a5%c8%a1%bc%a5%f3%28WiiDX%29
255,64,256,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,电火花（星之卡比 Wii 豪华版）,Spark (Kirby's Return to Dream Land Deluxe),スパーク(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b9%a5%d1%a1%bc%a5%af%28WiiDX%29
256,108,257,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,枪（星之卡比 Wii 豪华版）,Spear (Kirby's Return to Dream Land Deluxe),スピア(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%b9%a5%d4%a5%a2%28WiiDX%29
257,107,258,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,利剑（星之卡比 Wii 豪华版）,Sword (Kirby's Return to Dream Land Deluxe),ソード(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%bd%a1%bc%a5%c9%28WiiDX%29
258,84,259,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,龙卷风（星之卡比 Wii 豪华版）,Tornado (Kirby's Return to Dream Land Deluxe),トルネイド(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%c8%a5%eb%a5%cd%a5%a4%a5%c9%28WiiDX%29
259,63,260,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,针（星之卡比 Wii 豪华版）,Needle (Kirby's Return to Dream Land Deluxe),ニードル(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%cb%a1%bc%a5%c9%a5%eb%28WiiDX%29
260,151,261,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,忍者（星之卡比 Wii 豪华版）,Ninja (Kirby's Return to Dream Land Deluxe),ニンジャ(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%cb%a5%f3%a5%b8%a5%e3%28WiiDX%29
261,83,262,WIIDX,星之卡比 Wii 豪华版,复制能力与可操作角色,ability_or_playable,跳高（星之卡比 Wii 豪华版）,Hi-Jump (Kirby's Return to Dream Land Deluxe),ハイジャンプ(WiiDX),official,official,https://seesaawiki.jp/kirby_shinkaku/d/%a5%cf%a5%a4%a5%b8%a5%e3%a5%f3%a5%d7%28WiiDX%29
