term_id,category,zh_cn,en,ja,aliases_zh,aliases_en,aliases_ja,zh_status,sources,notes,priority,enabled,match_case
character:shockcreepa,character,爬行泥,Shockcreepa,ビリグルン,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 触摸！ 卡比 超级彩虹/杂兵; template: 杂兵；WiKirby page: Shockcreepa,100,True,False
character:shooty,character,射手导弹,Shooty,シューティ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 镜之大迷宫/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Shooty,100,True,False
character:shotzo,character,黑大炮,Shotzo,シャッツォ,黑大砲,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 黑大炮; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Shotzo,100,True,False
character:simirror,character,镜子法师,Simirror,シミラ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 镜子法师; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Simirror,100,True,False
character:sir-ebrum,character,Sir Ebrum,Sir Ebrum,パーム,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Sir Ebrum,100,True,False
character:sir-gallant,character,Sir Gallant,Sir Gallant,キハーノ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Sir Gallant,100,True,False
character:sir-kibble,character,弯刀骑士,Sir Kibble,サーキブル,彎刀騎士,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 弯刀骑士; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Sir Kibble,100,True,False
character:sir-slippy,character,滑溜溜蛙,Sir Slippy,サースリッピー,Sir 敏捷蛙！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比2/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Sir Slippy,100,True,False
character:sirica,character,Sirica,Sirica,シリカ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Sirica,100,True,False
character:sizzle-sword-kirby,character,利剑,Sizzle Sword Kirby,ソード,利剑 DIS | 利剑 RBP | 利剑 STA | 利剑 TDX | 利剑 WII | 利剑 WIIDX | 利剑（星之卡比 Wii 豪华版） | 利剑（星之卡比 Wii） | 利剑（星之卡比 三重豪华版） | 利剑（星之卡比 探索发现） | 利剑（星之卡比 新星同盟） | 利剑（星之卡比 机器人星球） | 星之卡比 Wii 利剑 | 星之卡比 Wii 豪华版 利剑 | 星之卡比 三重豪华版 利剑 | 星之卡比 探索发现 利剑 | 星之卡比 新星同盟 利剑 | 星之卡比 机器人星球 利剑 | 火焰利剑卡比,Kirby and the Forgotten Land Sword | Kirby Star Allies Sword | Kirby's Return to Dream Land Deluxe Sword | Kirby's Return to Dream Land Sword | Kirby: Planet Robobot Sword | Kirby: Triple Deluxe Sword | Sword | Sword (Kirby and the Forgotten Land) | Sword (Kirby Star Allies) | Sword (Kirby's Return to Dream Land Deluxe) | Sword (Kirby's Return to Dream Land) | Sword (Kirby: Planet Robobot) | Sword (Kirby: Triple Deluxe) | Sword DIS | Sword RBP | Sword STA | Sword TDX | Sword WII | Sword WIIDX | 利剑 DIS | 利剑 RBP | 利剑 STA | 利剑 TDX | 利剑 WII | 利剑 WIIDX | 星之卡比 Wii 利剑 | 星之卡比 Wii 豪华版 利剑,ソード(Dis) | ソード(RBP) | ソード(STA) | ソード(TDX) | ソード(Wii) | ソード(WiiDX),official,bwiki-infobox | catalog-forms | catalog-profiles | shinkaku-page-names,BWIKI page: 利剑; template: Infobox/复制能力；真格速查 #102；真格速查 #146；真格速查 #18；真格速查 #209；真格速查 #257；真格速查 #63,150,True,False
character:sizzle-yo-yo-kirby,character,火焰溜溜球卡比,Sizzle Yo-Yo Kirby,,,Power Effect,,official,catalog-forms | catalog-profiles,,100,True,False
character:skiing-grand-dee,character,滑雪大大迪,Skiing Grand Dee,スキーグランディ,,,,official_reused,bwiki-infobox,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵,100,True,False
character:skiing-key-dee,character,滑雪钥匙迪,Skiing Key Dee,スキーウォンキィ,,,,official_reused,bwiki-infobox,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵,100,True,False
character:skiing-waddle-dee,character,滑雪瓦豆鲁迪,Skiing Waddle Dee,スキーワドルディ,,,,official_reused,bwiki-infobox,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵,100,True,False
character:skud,character,导弹君！,Skud,ミックン,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比64/杂兵; template: 杂兵；WiKirby page: Skud,100,True,False
character:skull-gang,character,头骨团,Skull Gang,ドクロ団,,,,official_reused,bwiki-infobox,BWIKI page: 头骨团; template: Infobox/敌对角色,100,True,False
character:skuller,character,头骨怪,Skuller,スカラー,头骨怪！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Skuller,100,True,False
character:skullion,character,飘飘刺骨,Skullion,ドクロス,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Skullion,100,True,False
character:skullord,character,头骨大王,Skullord,ドクロだいおう,頭骨大王,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 头骨大王; template: Infobox/敌对角色；WiKirby page: Skullord,100,True,False
character:skullseer,character,头骨儿将军,Skullseer,ドクロしょうぐん,,,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI vertical name table: 集合！ 卡比/中魔王；WiKirby page: Skullseer,100,True,False
character:skully,character,头骨儿,Skully,ドクロン,頭骨兒,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Skully,100,True,False
character:sleepy-turtle,character,睡眠龟！,Sleepy Turtle,スリーピィタートル,睡眠龟,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 机器博博星球/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Sleepy Turtle,100,True,False
character:slice-n-splice,character,Slice n' Splice,Slice n' Splice,キッタリハッタリ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Slice n' Splice,100,True,False
character:slicerdicer,character,SlicerDicer,SlicerDicer,リョウリガーZ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: SlicerDicer,100,True,False
character:slide-laser-robot,character,激光运作机器,Slide Laser Robot,スライドレーザーロボ,激光运作机器！,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 星之卡比 三重豪华/杂兵; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:slippy,character,敏捷蛙,Slippy,スリッピー,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 敏捷蛙; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Slippy,100,True,False
character:slobba,character,癞奇,Slobba,ヒッキー,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵1; template: 杂兵；WiKirby page: Slobba,100,True,False
character:slushy,character,帕帕！,Slushy,パッパ,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比64/杂兵; template: 杂兵；WiKirby page: Slushy,100,True,False
character:small-jellifrizz,character,电蜇,Small Jellifrizz,エレクラ,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:small-soarar,character,小滑翔翼,Small Soarar,プチソアラ,,Baby Soarar,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Small Soarar,100,True,False
character:sneak-sack,character,偷偷袋,Sneak Sack,ドロンブクロ,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵1; template: 杂兵；WiKirby page: Sneak Sack,100,True,False
character:snip-snap,character,咔嚓咔嚓,Snip-Snap,ガジガジ,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵1; template: 杂兵；WiKirby page: Snip-Snap,100,True,False
character:snipper,character,潜地钳！,Snipper,ジバサミ,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比64/杂兵1; template: 杂兵；BWIKI page: 潜地钳; template: Infobox/敌对角色；WiKirby page: Snipper,100,True,False
character:snooter,character,比鲁格,Snooter,ビルゲ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 镜之大迷宫/杂兵; template: 杂兵；BWIKI page: 比鲁格; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Snooter,100,True,False
character:snoozroot,character,呼噜睡豌,Snoozroot,ウトウト,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Snoozroot,100,True,False
character:snoozroot-orange,character,呼噜沙豌,Snoozroot（Orange）,ウトサンド,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:snoozroot-purple,character,呼噜噗豌,Snoozroot（Purple）,ウトプク,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:snoozroot-red,character,呼噜炎豌,Snoozroot（Red）,ウトファイア,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:snoppy,character,雪比,Snoppy,スノッピー,雪比！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 触摸！ 卡比/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Snoppy,100,True,False
character:snowball-waddle-dee,character,雪球瓦豆鲁迪,Snowball Waddle Dee,ユキダマワドルディ,,,,official_reused,bwiki-infobox,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵,100,True,False
character:snowl,character,猫头雪鹰,Snowl,スノウル,雪诺露！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 Wii/杂兵; template: 杂兵；BWIKI page: 猫头雪鹰; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Snowl,100,True,False
character:soarar,character,滑翔翼,Soarar,ソアラ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 滑翔翼; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Soarar,100,True,False
character:sodory,character,索多利剑,Sodory,ソドリィ,剑多利！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 Wii/杂兵; template: 杂兵；BWIKI page: 索多利剑; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Sodory,100,True,False
character:soldier,character,剑兵,Soldier,ケンヘー,,Sword Soldier,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵2; template: 杂兵；WiKirby page: Soldier,100,True,False
character:soldier-waddle-dee,character,士兵瓦豆鲁迪,Soldier Waddle Dee,兵隊ワドルディ,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵；WiKirby page: Soldier Waddle Dee,100,True,False
character:solite,character,电头,Solite,デイル,電頭,Dale | 英： Dale,日：デイル,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 卡比的驭天飞行/杂兵; template: 杂兵；BWIKI table: 卡比的驭天飞行；BWIKI table: 杂兵；WiKirby page: Solite,100,True,False
character:soocher,character,针线头,Soocher,ステッチン,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵2; template: 杂兵；WiKirby page: Soocher,100,True,False
character:soul-forgo,character,灵魂·遗忘,Soul Forgo,ソウル・フォルガ,,,,official_reused,bwiki-infobox,BWIKI page: 灵魂·遗忘; template: Infobox/敌对角色,100,True,False
character:soul-of-sectonia,character,塞昆托霓雅灵魂,Soul of Sectonia,セクトニアソウル,塞昆托霓雅之魂 | 塞昆托霓雅之魂 TDX | 塞昆托霓雅之魂（星之卡比 三重豪华版） | 星之卡比 三重豪华版 塞昆托霓雅之魂,Kirby: Triple Deluxe Soul of Sectonia | Soul of Sectonia (Kirby: Triple Deluxe) | Soul of Sectonia TDX | 塞昆托霓雅之魂 TDX,セクトニア ソウル,official_reused,bwiki-infobox | catalog-profiles | shinkaku-page-names | wikirby-names,BWIKI page: 塞昆托霓雅灵魂; template: Infobox/敌对角色；WiKirby page: Soul of Sectonia；真格速查 #87,150,True,False
character:souvenir-shop-waddle-dee,character,仹手礼店瓦豆鲁迪,Souvenir Shop Waddle Dee,おみやげ屋ワドルディ,仹手禮店瓦豆魯迪 | 伴手礼店瓦豆鲁迪,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵；WiKirby page: Souvenir Shop Waddle Dee,100,True,False
character:space-jellifrizz-large,character,太空大电蛰,Space Jellifrizz(Large),スペースモチクラ,太空大电蜇,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:space-jellifrizz-small,character,太空电蜇,Space Jellifrizz(Small),スペースミニクラ,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:space-jelly,character,太空水母,Space Jelly,カラゲン,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵2; template: 杂兵；WiKirby page: Space Jelly,100,True,False
character:space-kracko,character,太空独眼云,Space Kracko,スペースクラッコ,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 太空独眼云; template: Infobox/敌对角色；WiKirby page: Space Kracko,100,True,False
character:space-mossy,character,太空毛毛藓,Space Mossy,スペースモソモソ,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:space-oohroo,character,太空乱拳猩,Space Oohroo,スペースウッホ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Space Oohroo,100,True,False
character:space-slugoo,character,太空毒黏黏,Space Slugoo,スペースポスラ,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:spark-bonkers,character,电火花锤星猩,Spark Bonkers,スパークボンカース,電火花錘星猩,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 电火花锤星猩; template: Infobox/敌对角色；WiKirby page: Spark Bonkers,100,True,False
character:spark-i,character,雷米！,Spark-i,ラミ,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比64/杂兵; template: 杂兵；WiKirby page: Spark-i,100,True,False
character:sparky,character,電火花怪,Sparky,スパーキー,电火花怪,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 电火花怪; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Sparky,100,True,False
character:spear-cotta,character,枪陶土兵,Spear Cotta,ヤリコッタ,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 触摸！ 卡比 超级彩虹/杂兵; template: 杂兵；WiKirby page: Spear Cotta,100,True,False
character:spear-cotta-knight,character,枪陶土骑士,Spear Cotta Knight,ヤリナイトコッタ,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 触摸！ 卡比 超级彩虹/杂兵; template: 杂兵；WiKirby page: Spear Cotta Knight,100,True,False
character:spear-mariner,character,矛海兵,Spear Mariner,ヤリカイヘー,,,,official_reused,bwiki-infobox,BWIKI page: 毛线卡比/杂兵2; template: 杂兵,100,True,False
character:spear-soldier,character,矛兵,Spear Soldier,ヤリヘー,,,,official_reused,bwiki-infobox,BWIKI page: 毛线卡比/杂兵2; template: 杂兵,100,True,False
character:spear-waddle-dee,character,枪瓦豆鲁迪,Spear Waddle Dee,ヤリワドルディ,槍瓦豆魯迪,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 枪瓦豆鲁迪; template: Infobox/敌对角色；BWIKI page: 瓦豆鲁迪/种类; template: 杂兵；WiKirby page: Spear Waddle Dee,100,True,False
character:species-born-of-chaos-chaos-elfilis,character,魂沌新物种 混沌·艾菲里斯,"Species Born of Chaos, Chaos Elfilis",魂沌新種 カオス・エフィリス,星之卡比 探索发现 魂沌新物种 混沌·艾菲里斯 | 混沌·艾菲里斯 | 魂沌新物种 混沌·艾菲里斯 DIS | 魂沌新物种 混沌·艾菲里斯（星之卡比 探索发现） | 魂沌新物種 混沌·艾菲里斯,Chaos Elfilis | Chaos Elfilis (Kirby and the Forgotten Land) | Chaos Elfilis DIS | Kirby and the Forgotten Land Chaos Elfilis | 魂沌新物种 混沌·艾菲里斯 DIS,カオス・エフィリス,official,bwiki-infobox | catalog-profiles | shinkaku-page-names | wikirby-names,BWIKI page: 混沌·艾菲里斯; template: Infobox/敌对角色；WiKirby page: Chaos Elfilis；真格速查 #229,150,True,False
character:sphere-doomer,character,球体喽啪,Sphere Doomer,スフィアローパー,冰球体喽啪 | 冰球体喽啪EX | 星之卡比 Wii 球体喽啪 EX | 星之卡比 Wii 豪华版 球体喽啪 EX | 火焰球体喽啪 | 火焰球体喽啪EX | 球体喽啪 EX | 球体喽啪 EX WII | 球体喽啪 EX WIIDX | 球体喽啪 EX（星之卡比 Wii 豪华版） | 球体喽啪 EX（星之卡比 Wii） | 球体喽啪EX | 球體嘍啪 | 电火花球体喽啪 | 电火花球体喽啪EX,Cyan Sphere Doomer | Cyan Sphere Doomer EX | Kirby's Return to Dream Land Deluxe Sphere Doomer EX | Kirby's Return to Dream Land Sphere Doomer EX | Red Sphere Doomer | Red Sphere Doomer EX | Silver Sphere Doomer | Silver Sphere Doomer EX | Sphere Doomer EX | Sphere Doomer EX (Kirby's Return to Dream Land Deluxe) | Sphere Doomer EX (Kirby's Return to Dream Land) | Sphere Doomer EX WII | Sphere Doomer EX WIIDX | 星之卡比 Wii 球体喽啪 EX | 星之卡比 Wii 豪华版 球体喽啪 EX | 球体喽啪 EX WII | 球体喽啪 EX WIIDX,スフィアローパーEX | スフィアローパーEX(WiiDX),official,bwiki-infobox | catalog-forms | catalog-profiles | shinkaku-page-names | wikirby-names,BWIKI page: 球体喽啪; template: Infobox/敌对角色；WiKirby page: Sphere Doomer；真格速查 #280；真格速查 #43,150,True,False
character:spideroo,character,拐捕蛛,Spideroo,スパイディオ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Spideroo,100,True,False
character:spikehead,character,Spikehead,Spikehead,イロー,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Spikehead,100,True,False
character:spikey,character,刺刺奇,Spikey,スパイキー,刺刺奇！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 刺刺奇; template: Infobox/敌对角色；BWIKI page: 星之卡比2/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Spikey,100,True,False
character:spiky-geg,character,刺刺卵,Spiky Geg,バリオエッグ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵2; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Spiky Geg,100,True,False
character:spinni,character,鼠宾,Spinni,スピン,鼠賓,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 鼠宾; template: Infobox/敌对角色；WiKirby page: Spinni,100,True,False
character:spinwheelflower,character,惊喜花,SpinwheelFlower,サプライズフラワー,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:spiny,character,刺甲盔,Spiny,スパイニー,,Spiney,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI table: 杂兵；WiKirby page: Spiny,100,True,False
character:splinter,character,滚动木刺！,Splinter,トゲマル,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比64/杂兵; template: 杂兵；WiKirby page: Splinter,100,True,False
character:spookstep,character,恐怖踏步怪,Spookstep,ホラータランプ,,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 恐怖踏步怪; template: Infobox/敌对角色；BWIKI page: 星之卡比 三重豪华/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Spookstep,100,True,False
character:spore-jelly,character,孢子水母,Spore Jelly,モクラゲン,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵2; template: 杂兵；WiKirby page: Spore Jelly,100,True,False
character:sportle,character,孢子,Sportle,ファンガース,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 触摸！ 卡比 超级彩虹/杂兵; template: 杂兵；WiKirby page: Sportle,100,True,False
character:sportletini,character,迷你孢子,Sportletini,ミニファンガース,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 触摸！ 卡比 超级彩虹/杂兵; template: 杂兵；WiKirby page: Sportletini,100,True,False
character:spring-note,character,音符弹簧！,Spring Note,,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 机器博博星球/杂兵; template: 杂兵；WiKirby 页面没有可解析的多语言名称表,100,True,False
character:springy-hand,character,弹力手,Springy Hand,ボヨヨンハンド,弹力手掌 | 彈力手,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 三重豪华/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Springy Hand,100,True,False
character:spynum,character,矢派南,Spynum,スパイナム,,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 矢派南; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Spynum,100,True,False
character:square-kirby,character,Square Kirby,Square Kirby,四角いカービィ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Square Kirby,100,True,False
character:squashini,character,南瓜魔术师,Squashini,ランプキン,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 南瓜魔术师; template: Infobox/敌对角色；WiKirby page: Squashini,100,True,False
character:squeaker,character,吱鼠,Squeaker,チューリン,,,,official,bwiki-table | catalog-profiles | wikirby-names,BWIKI table: 杂兵；WiKirby page: Squeaker,100,True,False
character:squeaks,character,怪侠洛切团,Squeaks,ドロッチェ団,,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 怪盗洛切团; template: Infobox/敌对角色；WiKirby page: Squeaks,100,True,False
character:squeaky-hammer-machine,character,Squeaky Hammer Machine,Squeaky Hammer Machine,ピコハンマシン,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Squeaky Hammer Machine,100,True,False
character:squibby,character,天海使！,Squibby,オリクネ,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比64/杂兵; template: 杂兵；WiKirby page: Squibby,100,True,False
character:squishy,character,乌贼怪,Squishy,スクイッシー,烏賊怪,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 乌贼怪; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Squishy,100,True,False
character:squister,character,钻钻鱿,Squister,ツイッシー,毒毒鱿,Squister(Blue),ポインシー,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Squister,100,True,False
character:sssnacker,character,佳布尔蛇,Sssnacker,ガブルネーク,佳布爾蛇,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 探索发现/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Sssnacker,100,True,False
character:stactus,character,刺角株,Stactus,カクサン,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Stactus,100,True,False
character:stappy,character,苏陀比,Stappy,スタッピィ,,Big Twisty,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Stappy,100,True,False
character:star-dream,character,星之梦（第三阶段）,Star Dream,星の夢,,Star Dream Phase 3,,official,bwiki-infobox | catalog-forms | catalog-profiles | wikirby-names,BWIKI page: 星之梦; template: Infobox/敌对角色；WiKirby page: Star Dream,100,True,False
character:star-dream-soul-os,character,星之梦 Soul OS（第三阶段）,Star Dream Soul OS,星の夢.Soul OS,星之卡比 机器人星球 星之梦.Soul OS | 星之梦.Soul OS | 星之梦.Soul OS RBP | 星之梦.Soul OS（星之卡比 机器人星球）,Kirby: Planet Robobot Star Dream Soul OS | Star Dream Soul OS (Kirby: Planet Robobot) | Star Dream Soul OS Phase 3 | Star Dream Soul OS RBP | 星之卡比 机器人星球 星之梦.Soul OS | 星之梦.Soul OS RBP,,official,bwiki-infobox | catalog-forms | catalog-profiles | shinkaku-page-names | wikirby-names,BWIKI page: 星之梦之灵魂oS; template: Infobox/敌对角色；WiKirby page: Star Dream Soul OS；真格速查 #128,150,True,False
character:star-guide-waddle-dee,character,星星指引者瓦豆鲁迪,Star Guide Waddle Dee,星あん内ワドルディ,星星指引者瓦豆魯迪,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵；WiKirby page: Star Guide Waddle Dee,100,True,False
character:starman,character,星人,Starman,スターマン,,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星人; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Starman,100,True,False
character:starry,character,星耀体,Starry,スターリー,星耀體,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星耀体; template: Infobox/角色；WiKirby page: Starry,100,True,False
character:steelsnapper,character,钢铁塞蛇,Steelsnapper,アイアンジャム,,,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI vertical name table: 集合！ 卡比/中魔王；WiKirby page: Steelsnapper,100,True,False
character:stickle,character,刺盔鱼,Stickle,スティックル,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Stickle,100,True,False
